ID,Date,focalFlowering,flowerCount,focalScars,companionFlowering,companionFlowerCount,companionScars,notes
nn7,11-Sep,1,19,,,,,
pn7,11-Sep,1,14,,,,,dead companion
cn11,11-Sep,1,11,,1,7,,
cn18,11-Sep,1,10,,1,3,,
pn23,11-Sep,1,11,,,,,dead companion
cn10,11-Sep,1,14,,1,3,,
cn30,11-Sep,1,10,,1,6,,
cn38,11-Sep,1,24,,1,11,,
nn33,11-Sep,1,15,,1,0,,
kn3,11-Sep,1,17,,,,,
cn32,11-Sep,1,7,,1,13,,
nn30,11-Sep,1,20,,,,,
nn34,11-Sep,1,25,,,,,
kn13,11-Sep,1,21,,,,,
kn8,11-Sep,1,23,,,,,
kn22,11-Sep,1,9,,,,,
pn37,11-Sep,1,11,,1,2,,
pn35,11-Sep,1,14,,1,2,5,
kc39,12-Sep,1,22,,,,,
cc10,12-Sep,1,3,,1,15,,
cc39,12-Sep,1,13,,1,7,,
kc32,12-Sep,1,1,,,,,
cc36,12-Sep,1,13,,1,4,,
kc16,12-Sep,1,12,,,,,
nc5,12-Sep,1,9,,,,,
nc22,12-Sep,1,20,,,,,
nc17,12-Sep,1,17,,,,,
cn17,12-Sep,1,8,,1,7,,
nn23,12-Sep,1,13,,,,,
pn16,12-Sep,1,0,,1,3,16,
nn36,12-Sep,1,12,,,,,
kn23,12-Sep,1,16,,,,,
kn15,12-Sep,1,2,,,,,
kn2,12-Sep,1,3,,,,,
nn10,12-Sep,1,12,,,,,
cn40,12-Sep,1,5,,1,8,,
nn9,12-Sep,1,11,,,,,
kn35,12-Sep,1,2,,,,,
nn20,12-Sep,1,26,,,,,
nn14,12-Sep,1,24,,,,,
nn24,12-Sep,1,15,,,,,
cn6,12-Sep,1,15,,1,7,,
nn39,12-Sep,1,14,,,,,
cn25,12-Sep,1,19,,1,9,,
nn38,12-Sep,1,1,,,,,
pc1,12-Sep,1,16,,1,0,1,
kc35,12-Sep,1,17,,,,,
nc32,12-Sep,1,14,,,,,
cc24,12-Sep,1,8,,1,8,,
nc4,12-Sep,1,16,,,,,
cc31,12-Sep,1,5,,1,8,,
pc19,12-Sep,1,14,,,,,dead companion
cc18,12-Sep,1,4,,1,6,,
cc19,12-Sep,1,19,,1,3,,
pc7,12-Sep,1,8,,1,2,3,
cc40,12-Sep,1,7,,1,8,,
nc19,12-Sep,1,6,,,,,
cc33,12-Sep,1,6,,1,4,,
kc2,12-Sep,1,4,,,,,
pc31,12-Sep,1,12,,1,4,6,
nc31,12-Sep,1,15,,,,,
cc37,12-Sep,1,9,,1,9,11,
kc12,12-Sep,1,15,,,,,
pc4,12-Sep,1,12,,1,3,11,
pc37,12-Sep,1,21,,1,4,10,
cc25,12-Sep,1,0,,1,3,,
pc34,12-Sep,1,18,,1,1,4,
kc36,12-Sep,1,11,,,,,
kc1,12-Sep,1,0,,,,,
kc22,12-Sep,1,11,,,,,
nc24,12-Sep,1,13,,,,,
kc6,12-Sep,1,15,,,,,
nn9,12-Sep,1,11,,,,,
kn35,12-Sep,1,2,,,,,
nn20,12-Sep,1,26,,,,,
nn14,12-Sep,1,24,,,,,
nn24,12-Sep,1,15,,,,,
cn6,12-Sep,1,15,,1,7,,
nn39,12-Sep,1,14,,,,,
cn25,12-Sep,1,19,,1,9,,
nn38,12-Sep,1,1,,,,,
pc1,12-Sep,1,16,,1,0,1,
kc35,12-Sep,1,17,,,,,
nc32,12-Sep,1,14,,,,,
cc24,12-Sep,1,8,,1,8,,
nc4,12-Sep,1,16,,,,,
cc31,12-Sep,1,5,,1,8,,
pc19,12-Sep,1,14,,,,,
cc18,12-Sep,1,4,,1,6,,
cc19,12-Sep,1,19,,1,3,,
pc7,12-Sep,1,8,,1,2,3,
cc40,12-Sep,1,7,,1,8,,
nc19,12-Sep,1,6,,,,,
cc33,12-Sep,1,6,,1,4,,
kc2,12-Sep,1,4,,,,,
pc31,12-Sep,1,12,,1,4,6,
nc31,12-Sep,1,15,,,,,
cc37,12-Sep,1,9,,1,9,,
kc12,12-Sep,1,15,,,,,
pc4,12-Sep,1,12,,1,3,11,
pc37,12-Sep,1,21,,1,4,10,
cc25,12-Sep,1,0,,1,3,,
pc34,12-Sep,1,18,,1,1,4,
kc36,12-Sep,1,11,,,,,
kc1,12-Sep,1,0,,,,,
kc22,12-Sep,1,11,,,,,
nc24,12-Sep,1,13,,,,,
kc6,12-Sep,1,15,,,,,
kn30,12-Sep,1,17,,,,,
pn28,12-Sep,1,7,,,,,dead companion
cn23,12-Sep,1,7,,1,18,,
nn32,12-Sep,1,15,,,,,
cn12,12-Sep,1,11,,1,10,,
kn24,12-Sep,1,20,,,,,
pn5,12-Sep,1,10,,1,1,,
pn10,12-Sep,1,9,,,,,dead companion
cn14,12-Sep,1,7,,1,10,,
pn35,12-Sep,1,0,,,,,dead companion
pn1,12-Sep,1,5,,1,2,6,
cn9,12-Sep,1,4,,1,0,,
cn2,12-Sep,1,0,,1,11,,
pn27,12-Sep,1,12,,1,0,3,
pn20,12-Sep,1,4,,,2,,
nn3,12-Sep,1,6,,,,,
pn17,12-Sep,1,14,,1,1,3,
cn4,12-Sep,1,2,,1,11,,
kn17,12-Sep,1,14,,,,,
kn37,12-Sep,1,8,,,,,
cn39,12-Sep,1,6,,1,7,,
nn21,12-Sep,1,13,,,,,
nn6,12-Sep,1,8,,,,,
kn40,12-Sep,1,10,,,,,
kn14,12-Sep,1,11,,,,,
nn19,12-Sep,1,19,,,,,
nc10,12-Sep,1,15,,,,,
cc27,12-Sep,1,5,,1,0,,
pc40,12-Sep,1,0,,1,3,4,
kc23,12-Sep,1,8,,,,,
pc24,12-Sep,1,8,,,,,dead companion
kc5,12-Sep,1,9,,,,,
nc36,12-Sep,1,0,,,,,
nc13,12-Sep,1,8,,,,,
cc13,12-Sep,1,0,,1,5,,
nc6,12-Sep,1,8,,,,,
pc17,12-Sep,1,2,,1,2,1,
kc28,12-Sep,1,10,,,,,
nc35,12-Sep,1,3,,,,,
cc38,12-Sep,1,5,,1,11,,
nc37,12-Sep,1,11,,,,,
kn32,12-Sep,1,2,,,,,
nn5,12-Sep,1,1,,,,,
nn1,12-Sep,1,10,,,,,
kn27,12-Sep,1,6,,,,,
pn21,12-Sep,1,14,,1,2,,
cn24,12-Sep,1,4,,1,5,,
pn19,12-Sep,1,9,,1,1,5,
pn29,12-Sep,1,0,,1,7,12,
nn18,12-Sep,1,3,,,,,
cc11,12-Sep,1,11,,1,2,,
pc15,12-Sep,1,15,,1,1,,
pc32,12-Sep,1,5,,1,1,,
nc38,12-Sep,1,2,,,,,
pc20,12-Sep,1,2,,1,1,,
cc14,12-Sep,1,3,,1,5,,
nc3,12-Sep,1,8,,,,,
cc20,12-Sep,1,4,,1,1,,
nc16,12-Sep,1,5,,,,,
cc29,12-Sep,1,4,,1,0,,
pc2,12-Sep,1,9,,,,,dead companion
kc7,12-Sep,1,15,,,,,
pc18,12-Sep,1,0,,,,,dead companion
pc11,12-Sep,1,0,,,,,dead companion
cc32,12-Sep,1,6,,1,2,,
pc29,12-Sep,1,11,,1,2,,
kc20,12-Sep,1,6,,,,,
nc34,12-Sep,1,7,,1,4,,actually planted as cc
pc38,12-Sep,1,0,,,,,dead companion
nc15,12-Sep,1,5,,,,,
nc25,12-Sep,1,9,,,,,
nc21,12-Sep,1,8,,,,,
cc12,12-Sep,1,7,,1,7,,
cc17,12-Sep,1,4,,1,4,,
pc10,12-Sep,1,7,,1,1,6,
cc26,12-Sep,1,8,,1,6,,
pc26,12-Sep,1,0,,,,,dead companion
pc8,12-Sep,1,14,,1,1,2,
pc35,12-Sep,1,0,,,,,dead companion
cc8,12-Sep,1,0,,1,16,,
pc33,12-Sep,1,13,,1,5,11,
nc33,12-Sep,1,12,,,,,
nc7,12-Sep,1,17,,,,,
pc22,12-Sep,1,0,,,,,dead companion
cc5,12-Sep,1,0,,1,18,,
cc35,12-Sep,1,7,,1,4,,
nc20,12-Sep,1,11,,,,,
cc23,12-Sep,1,10,,1,7,,
kc27,12-Sep,1,,,,,,not koeleria
nc34,12-Sep,1,19,,,,,
pc14,12-Sep,1,8,,1,1,1,
pc5,12-Sep,1,0,,,,,dead companion
nc26,12-Sep,1,18,,,,,
cc9,12-Sep,1,11,,1,11,,
cc2,12-Sep,1,7,,1,2,,
cc22,12-Sep,1,16,,1,2,,
cc7,12-Sep,1,4,,1,1,,
nc29,12-Sep,1,11,,,,,
kc4,12-Sep,1,9,,,,,
pc12,12-Sep,1,16,,1,5,5,
kc8,12-Sep,1,26,,,,,
pc28,12-Sep,1,20,,1,2,,
kc10,12-Sep,1,13,,,,,
pn14,18-Sep,1,4,,1,0,  ,
cn33,18-Sep,1,1,,1,0,,
nn29,18-Sep,1,4,,,,,
pn2,18-Sep,1,5,,1,0,5,
nn11,18-Sep,1,4,,,,,
pn24,18-Sep,1,4,,1,0,8,
kn5,18-Sep,1,3,,,,,
kn20,18-Sep,1,2,,,,,
cn16,18-Sep,1,4,,1,1,,
pn38,18-Sep,1,2,,1,2,15,
kn4,18-Sep,1,5,,,,,
pn8,18-Sep,1,6,,1,3,,
kn21,18-Sep,1,3,,,,,
pn31,18-Sep,1,2,,1,3,,
nc27,18-Sep,1,5,,,,,
cc28,18-Sep,1,0,,1,2,,
nc39,18-Sep,1,9,,,,,
kc26,18-Sep,1,2,,,,,
cc34,18-Sep,1,0,,1,4,,
cc21,18-Sep,1,6,,,,,
pc13,18-Sep,1,15,,1,1,,
cc16,18-Sep,1,1,,1,0,,
cn1,18-Sep,1,1,,1,5,,
nn17,18-Sep,1,1,,,,,
nn12,18-Sep,1,4,,,,,
kn12,18-Sep,1,2,,,,,
kn7,18-Sep,1,13,,,,,
cn26,18-Sep,1,3,,1,1,,
nn26,18-Sep,1,3,,,,,
kn9,18-Sep,1,6,,,,,
kc40,18-Sep,1,10,,,,,
nc40,18-Sep,1,2,,,,,
nc12,18-Sep,1,2,,,,,
kc29,18-Sep,1,4,,,,,
kc37,18-Sep,1,12,,,,,
cc1,18-Sep,1,0,,1,2,,
nc18,18-Sep,1,3,,,,,
pc39,18-Sep,1,0,,1,10,,
cc6,18-Sep,1,1,,1,2,,
nc14,18-Sep,1,3,,,,,
kc13,18-Sep,1,3,,,,,
pc6,18-Sep,1,6,,1,2,,
cn29,18-Sep,1,3,,1,3,,
pn15,18-Sep,1,8,,1,2,,
kn31,18-Sep,1,8,,,,,
kn11,18-Sep,1,9,,,,,
pn22,18-Sep,1,1,,1,8,,
cn34,18-Sep,1,3,,1,8,,
kn10,18-Sep,1,8,,,,,
pn32,18-Sep,1,2,,1,7,,
nn25,18-Sep,1,3,,,,,
kn38,18-Sep,1,2,,,,,
pn34,18-Sep,1,1,,1,0,1,
cn19,18-Sep,1,2,,1,0,,
cn31,18-Sep,1,0,,1,1,,
kn33,18-Sep,1,6,,,,,
cn15,18-Sep,1,3,,1,3,,
nn16,18-Sep,1,10,,,,,
kn6,18-Sep,1,7,,,,,
pn9,18-Sep,1,2,,1,5,,
kn36,18-Sep,1,1,,,,,
cn8,18-Sep,1,3,,1,0,,
cn22,18-Sep,1,6,,,,,planted with koeleria
kn29,18-Sep,1,4,,,,,
cc4,18-Sep,1,0,,1,11,,
kc24,18-Sep,1,9,,,,,
kc38,18-Sep,1,1,,,,,
pc23,18-Sep,1,2,,1,3,,
kc17,18-Sep,1,2,,,,,
nc9,18-Sep,1,6,,,,,
pc21,18-Sep,1,6,,1,3,,
nn28,18-Sep,1,3,,,,,
cn3,18-Sep,1,7,,1,3,,
kn34,18-Sep,1,5,,,,,
kn28,18-Sep,1,3,,,,,
cn20,18-Sep,1,0,,1,3,,
pn6,18-Sep,1,1,,1,3,,
pn40,18-Sep,1,3,,1,1,,
nn37,18-Sep,1,3,,,,,
kn19,18-Sep,1,4,,,,,
kn16,18-Sep,1,0,,,,, 
cn21,18-Sep,1,4,,1,0,,
pn39,18-Sep,1,7,,1,7,,
nn2,18-Sep,1,1,,,,,
kn18,18-Sep,1,3,,,,,
cn10,18-Sep,1,3,,1,1,,
cn38,18-Sep,1,2,,1,0,,
cn32,18-Sep,1,0,,1,1,,
kn13,18-Sep,1,4,,,,,
pn37,18-Sep,1,2,,1,0,,
pn35,18-Sep,1,11,,1,0,,
kn8,18-Sep,1,3,,,,,
nn34,18-Sep,1,4,,,,,
kn3,18-Sep,1,5,,,,,
nc17,18-Sep,1,4,,,,,
kc32,18-Sep,1,1,,,,,
nc22,18-Sep,1,2,,,,,
nc5,18-Sep,1,1,,,,,
kc39,18-Sep,1,6,,,,,
cc39,18-Sep,1,4,,1,1,,
cc10,18-Sep,1,1,,1,5,,
cc36,18-Sep,1,1,,1,1,,
cn17,18-Sep,1,0,,3,,,
kn23,18-Sep,1,3,,,,,
nn23,18-Sep,1,3,,,,,
nn10,18-Sep,1,8,,,,,
pn16,18-Sep,1,0,,1,2,,
cn40,18-Sep,1,1,,1,1,,
nn20,18-Sep,1,6,,,,,
cn6,18-Sep,1,5,,,,,
nn24,18-Sep,1,5,,,,,
cn25,18-Sep,1,8,,1,0,,
nn9,18-Sep,1,4,,,,,
nn14,18-Sep,1,2,,,,,
pc1,18-Sep,1,5,,,,,
cc24,18-Sep,1,0,,1,2,,
cc19,18-Sep,1,3,,1,3,,
kc35,18-Sep,1,2,,,,,
nc4,18-Sep,1,6,,,,,
cc31,18-Sep,1,1,,,,,
pc31,18-Sep,1,10,,,,,
kc12,18-Sep,1,7,,,,,
cc33,18-Sep,1,0,,1,1,,
nc31,18-Sep,1,6,,,,,
cc37,18-Sep,1,7,,,,,
pc7,18-Sep,1,2,,1,4,,
pc4,18-Sep,1,2,,1,2,,
kc22,18-Sep,1,2,,,,,
pc37,18-Sep,1,0,,1,6,,
pc34,18-Sep,1,5,,1,1,,
nc24,18-Sep,1,1,,,,,
kc36,18-Sep,1,6,,,,,
kc6,18-Sep,1,6,,,,,
cc25,18-Sep,1,0,,1,2,,
cn39,18-Sep,1,9,,1,0,,
cn4,18-Sep,1,0,,1,2,,
kn17,18-Sep,1,5,,,,,
nn21,18-Sep,1,12,,,,,
nn19,18-Sep,1,1,,,,,
kn14,18-Sep,1,2,,,,,
kn37,18-Sep,1,6,,,,,
nn6,18-Sep,1,5,,,,,
cn2,18-Sep,1,0,,1,2,,
cn5,18-Sep,1,2,,1,0,,
pn1,18-Sep,1,0,,1,13,,
pn20,18-Sep,1,4,,1,3,,
pn27,18-Sep,1,2,,1,6,,
pn17,18-Sep,1,5,,1,3,,
kn24,18-Sep,1,4,,,,,
kn30,18-Sep,1,2,,,,,
nn32,18-Sep,1,4,,,,,
cn12,18-Sep,1,0,,1,1,,
cn23,18-Sep,1,3,,1,1,,
cn14,18-Sep,1,2,,1,2,,
nc13,18-Sep,1,2,,,,,
kc23,18-Sep,1,2,,,,,
cc27,18-Sep,1,1,,1,0,,
nc10,18-Sep,1,6,,,,,
kc5,18-Sep,1,2,,,,,
cc13,18-Sep,1,0,,1,1,,
nc37,18-Sep,1,1,,,,,
pc17,18-Sep,1,0,,1,2,,
nn1,18-Sep,1,2,,,,,
cn24,18-Sep,1,1,,1,3,,
nc3,18-Sep,1,1,,,,,
cc11,18-Sep,1,0,,1,2,,
pc15,18-Sep,1,5,,1,0,,
nc16,18-Sep,1,1,,,,,
cc14,18-Sep,1,0,,1,3,,
kc7,18-Sep,1,3,,,,,
cc12,18-Sep,1,0,,1,1,,
cc26,18-Sep,1,1,,1,2,,
cc8,18-Sep,1,1,,1,4,,
pc33,18-Sep,1,6,,1,3,,
pc22,18-Sep,1,5,,1,0,,
nc7,18-Sep,1,3,,1,0,,
cc5,18-Sep,1,0,,1,4,,
nc26,18-Sep,1,10,,,,,
nc20,18-Sep,1,1,,,,,
kc34,18-Sep,1,8,,,,,
pc14,18-Sep,1,1,,1,0,,
cc23,18-Sep,1,2,,1,1,,
pc28,18-Sep,1,5,,,,,
nc29,18-Sep,1,2,,,,,
pc12,18-Sep,1,2,,1,1,,
kc10,18-Sep,1,3,,,,,
nn29,20-Sep,1,2,,,,,
cn16,20-Sep,1,3,,1,1,,
pn24,20-Sep,1,1,,1,0,,
pn38,20-Sep,1,0,,1,1,,
nn11,20-Sep,1,6,,,,,
kn4,20-Sep,1,2,,,,,
pn8,20-Sep,1,3,,1,2,,
kn21,20-Sep,1,3,,,,,
nc27,20-Sep,1,3,,,,,
nc39,20-Sep,1,8,,,,,
pc13,20-Sep,1,17,,1,1,,
kn12,20-Sep,1,1,,,,,
cn26,20-Sep,1,1,,1,0,,
kn7,20-Sep,1,9,,,,,
cn1,20-Sep,1,2,,1,0,,
nn26,20-Sep,1,3,,,,,
nc40,20-Sep,1,1,,,,,
kc40,20-Sep,1,3,,,,,
kc37,20-Sep,1,5,,,,,
nc18,20-Sep,1,3,,,,,
kc13,20-Sep,1,1,,,,,
cc6,20-Sep,1,2,,1,2,,
pc39,20-Sep,1,0,,1,7,,
pc6,20-Sep,1,5,,1,0,,
nc14,20-Sep,1,6,,,,,
cn34,20-Sep,1,1,,1,6,,
pn15,20-Sep,1,2,,1,4,,
kn31,20-Sep,1,4,,,,,
cn29,20-Sep,1,4,,1,6,,
pn22,20-Sep,1,0,,1,3,,
kn11,20-Sep,1,3,,,,,
nn25,20-Sep,1,5,,,,,
kn10,20-Sep,1,9,,,,,
cn19,20-Sep,1,2,,,,,
kn33,20-Sep,1,6,,,,,
cn15,20-Sep,1,4,,,,,
nn16,20-Sep,1,7,,,,,
kn6,20-Sep,1,8,,,,,
pn8,20-Sep,1,2,,,,,
pn9,20-Sep,1,0,,1,3,,
cn8,20-Sep,1,2,,1,0,,
kn36,20-Sep,1,1,,,,,
cn22,20-Sep,1,3,,,,,
cn36,20-Sep,1,1,,1,0,,
kn29,20-Sep,1,3,,,,,
kc24,20-Sep,1,2,,,,,
kc38,20-Sep,1,1,,,,,
cc4,20-Sep,1,0,,1,12,,
kc17,20-Sep,1,2,,,,,
nc9,20-Sep,1,3,,,,,
pc23,20-Sep,1,5,,1,2,,
pc21,20-Sep,1,4,,1,2,,
cn20,20-Sep,1,0,,1,3,,
cn3,20-Sep,1,3,,1,0,,
kn34,20-Sep,1,1,,,,,
nn28,20-Sep,1,2,,,,,
cn21,20-Sep,1,3,,1,0,,
nn2,20-Sep,1,1,,,,,
pn40,20-Sep,1,1,,,,,
pn39,20-Sep,1,4,,1,2,,
kn18,20-Sep,1,3,,,,,
kn19,20-Sep,1,3,,,,,
kc21,20-Sep,1,1,,,,,
pc16,20-Sep,1,1,,1,0,,
nc8,20-Sep,1,2,,,,,
cn38,20-Sep,1,3,,,,,
cn32,20-Sep,1,0,,1,1,,
pn37,20-Sep,1,1,,1,0,,
kn8,20-Sep,1,2,,,,,
kn3,20-Sep,1,3,,,,,
pn35,20-Sep,1,11,,1,0,,
kc32,20-Sep,1,1,,,,,
nc22,20-Sep,1,1,,,,,
nc17,20-Sep,1,3,,,,,
cc39,20-Sep,1,1,,1,1,,
cc10,20-Sep,1,0,,1,2,,
kc39,20-Sep,1,2,,,,,
kn23,20-Sep,1,2,,,,,
nn10,20-Sep,1,4,,,,,
cn17,20-Sep,1,0,,1,3,,
nn23,20-Sep,1,4,,,,,
nn14,20-Sep,1,1,,,,,
cn25,20-Sep,1,4,,,,,
nn9,20-Sep,1,3,,,,,
cn6,20-Sep,1,2,,1,0,,
nn38,20-Sep,1,1,,,,,
nn20,20-Sep,1,4,,,,,
cc24,20-Sep,1,0,,1,1,,
nc32,20-Sep,1,1,,,,,
cc19,20-Sep,1,1,,1,4,,
nc4,20-Sep,1,3,,,,,
cc18,20-Sep,1,0,,1,2,,
pc1,20-Sep,1,3,,1,0,,
pc7,20-Sep,1,0,,1,3,,
cc33,20-Sep,1,0,,1,1,,
cc37,20-Sep,1,2,,1,1,,
pc31,20-Sep,1,9,,1,2,,
kc12,20-Sep,1,3,,,,,
kc22,20-Sep,1,1,,,,,
pc4,20-Sep,1,1,,1,0,,
pc34,20-Sep,1,1,,1,0,,
cc25,20-Sep,1,0,,1,2,,
kc6,20-Sep,1,1,,,,,
nc24,20-Sep,1,1,,,,,
kc36,20-Sep,1,3,,,,,
pn20,20-Sep,1,5,,1,0,,
pn17,20-Sep,1,2,,1,1,,
pn1,20-Sep,1,0,,1,9,,
kn24,20-Sep,1,3,,,,,
nn32,20-Sep,1,1,,,,,
cn23,20-Sep,1,1,,1,0,,
cn14,20-Sep,1,3,,1,0,,
cn39,20-Sep,1,0,,1,8,,
cn4,20-Sep,1,0,,1,1,,
nn21,20-Sep,1,9,,,,,
kn37,20-Sep,1,5,,,,,
kn17,20-Sep,1,2,,,,,
nn19,20-Sep,1,2,,,,,
nn6,20-Sep,1,8,,,,,
nc13,20-Sep,1,3,,,,,
kc23,20-Sep,1,3,,,,,
cc27,20-Sep,1,2,,1,0,,
nc10,20-Sep,1,7,,,,,
kc28,20-Sep,1,1,,,,,
cn24,20-Sep,1,0,,1,1,,
cc14,20-Sep,1,1,,1,0,,
pc20,20-Sep,1,1,,1,0,,
pc15,20-Sep,1,2,,1,0,,
cc11,20-Sep,1,1,,1,0,,
kc7,20-Sep,1,1,,,,,
pc10,20-Sep,1,1,,1,0,,
cc26,20-Sep,1,0,,1,1,,
cc8,20-Sep,1,0,,1,5,,
cc5,20-Sep,1,0,,1,4,,
nc7,20-Sep,1,1,,,,,
pc33,20-Sep,1,3,,1,0,,
cc23,20-Sep,1,1,,1,0,,
nc20,20-Sep,1,1,,,,,
nc26,20-Sep,1,9,,,,,
kc34,20-Sep,1,3,,,,,
pc12,20-Sep,1,1,,1,0,,
kc10,20-Sep,1,5,,,,,
pc28,20-Sep,1,3,,1,0,,
pn24,25-Sep,1,1,,1,0,,may be pn29?
nn11,25-Sep,1,1,,,,,
kn21,25-Sep,1,6,,,,,
pn8,25-Sep,1,2,,1,0,,
cn16,25-Sep,1,1,,1,0,,
cn26,25-Sep,1,1,,1,0,,
kn9,25-Sep,1,2,,,,,
kc26,25-Sep,1,1,,,,,
nc40,25-Sep,1,1,,,,,
kc29,25-Sep,1,1,,,,,
cc1,25-Sep,1,0,,1,2,,
nc18,25-Sep,1,1,,,,,
kc40,25-Sep,1,1,,,,,
pc6,25-Sep,1,2,,1,0,,
cc6,25-Sep,1,0,,1,1,,
nc14,25-Sep,1,3,,,,,
kc13,25-Sep,1,1,,,,,
pn15,25-Sep,1,3,,1,0,,
pn22,25-Sep,1,1,,,,,
cn29,25-Sep,1,1,,1,0,,
kn11,25-Sep,1,2,,,,,
kn31,25-Sep,1,1,,,,,
pc39,25-Sep,1,0,,1,1,,
kn29,25-Sep,1,1,,,,,
kn33,25-Sep,1,3,,,,,
cn15,25-Sep,1,0,,1,5,,
pn18,25-Sep,1,2,,1,0,,
kn6,25-Sep,1,4,,,,,
nn16,25-Sep,1,5,,,,,
nn4,25-Sep,1,1,,,,,
nn25,25-Sep,1,1,,,,,
kn10,25-Sep,1,1,,,,,
cn37,25-Sep,1,2,,1,0,,
pn34,25-Sep,1,1,,1,0,,
kc38,25-Sep,1,2,,,,,
kc17,25-Sep,1,4,,,,,
cc4,25-Sep,1,0,,1,8,,
nc9,25-Sep,1,3,,,,,
pn6,25-Sep,1,1,,1,0,,
cn35,25-Sep,1,3,,1,0,,
cn20,25-Sep,1,0,,1,5,,
cn21,25-Sep,1,0,,1,6,,
nn2,25-Sep,1,1,,,,,
kn18,25-Sep,1,1,,,,,
pn39,25-Sep,1,8,,1,0,,
cc30,25-Sep,1,1,,1,0,,
pn16,25-Sep,1,3,,1,0,,
kn3,25-Sep,1,1,,,,,
pn35,25-Sep,1,7,,1,0,,
nn10,25-Sep,1,19,,,,,
cn17,25-Sep,1,0,,1,2,,
nn38,25-Sep,1,1,,,,,
nn24,25-Sep,1,2,,,,,
cn6,25-Sep,1,6,,1,0,,
nc4,25-Sep,1,1,,,,,
cc19,25-Sep,1,1,,1,0,,
cc18,25-Sep,1,0,,1,4,,
cc31,25-Sep,1,1,,1,0,,
pc1,25-Sep,1,4,,1,0,,
cc33,25-Sep,1,0,,1,2,,
kc2,25-Sep,1,1,,,,,
nc19,25-Sep,1,1,,,,,
kc12,25-Sep,1,1,,,,,
cc37,25-Sep,1,1,,1,6,,
cc25,25-Sep,1,0,,1,1,,
kc36,25-Sep,1,1,,,,,
pc4,25-Sep,1,2,,1,0,,
kn24,25-Sep,1,1,,,,,
pn20,25-Sep,1,2,,1,0,,
cn2,25-Sep,1,1,,1,0,,
pn27,25-Sep,1,1,,1,0,,
nn6,25-Sep,1,3,,,,,
cn39,25-Sep,1,1,,1,2,,
nn19,25-Sep,1,10,,,,,
nc10,25-Sep,1,5,,,,,
kc5,25-Sep,1,5,,,,,
kc23,25-Sep,1,2,,,,,
pc15,25-Sep,1,2,,1,0,,
cc14,25-Sep,1,3,,1,0,,
nc3,25-Sep,1,2,,,,,
cc11,25-Sep,1,1,,1,0,,
nc34,25-Sep,1,0,,1,1,,over planted
cc12,25-Sep,1,0,,1,1,,
pc10,25-Sep,1,6,,1,0,,
cc26,25-Sep,1,0,,1,4,,
pc33,25-Sep,1,2,,1,0,,
cc8,25-Sep,1,0,,1,4,,
nc26,25-Sep,1,2,,,,,
nc20,25-Sep,1,1,,,,,
kc34,25-Sep,1,5,,,,,
kc10,25-Sep,1,7,,,,,
pc12,25-Sep,1,2,,1,0,,
pn2,29-Sep,1,16,,1,0,,
nn27,29-Sep,1,6,,,,,
nn29,29-Sep,1,6,,,,,
nn22,29-Sep,1,5,,,,,
pn14,29-Sep,1,18,,1,0,,
kn5,29-Sep,1,5,,,,,
kn20,29-Sep,1,4,,,,,
cn16,29-Sep,1,0,,1,2,,
nn40,29-Sep,1,3,,,,,
nn11,29-Sep,1,117,,,,,
kn21,29-Sep,1,15,,,,,
pn31,29-Sep,1,11,,1,0,,
pn8,29-Sep,1,24,,1,0,,
nn8,29-Sep,1,8,,,,,
nn15,29-Sep,1,5,,,,,
nc39,29-Sep,1,12,,,,,
kc19,29-Sep,1,1,,,,,
nc27,29-Sep,1,24,,,,,
cc34,29-Sep,1,0,,1,8,,
pc30,29-Sep,1,28,,1,0,,
kc26,29-Sep,1,2,,,,,
cc21,29-Sep,1,4,,1,14,,
kn9,29-Sep,1,14,,,,,
nn26,29-Sep,1,23,,,,,
cn26,29-Sep,1,1,,1,0,,
nc40,29-Sep,1,16,,,,,
kc29,29-Sep,1,13,,,,,
cc1,29-Sep,1,0,,1,6,,
kc37,29-Sep,1,3,,,,,
kc11,29-Sep,1,4,,,,,
nc18,29-Sep,1,25,,,,,
nc14,29-Sep,1,10,,,,,
cc6,29-Sep,1,0,,1,12,,
kc13,29-Sep,1,11,,,,,
pc6,29-Sep,1,14,,1,0,,
cn29,29-Sep,1,4,,1,0,,
pn15,29-Sep,1,11,,1,0,,
kn11,29-Sep,1,17,,,,,
pn22,29-Sep,1,5,,1,0,,
kn10,29-Sep,1,5,,,,,
pn34,29-Sep,1,15,,1,0,,
nn25,29-Sep,1,14,,,,,
cn19,29-Sep,1,4,,1,0,,
cn37,29-Sep,1,5,,1,0,,
kn38,29-Sep,1,18,,,,,
kn1,29-Sep,1,1,,,,,
pn18,29-Sep,1,20,,1,0,,
cn31,29-Sep,1,0,,1,17,,
kn33,29-Sep,1,5,,,,,
nn16,29-Sep,1,1,,,,,
nn4,29-Sep,1,2,,,,,
cn15,29-Sep,1,0,,1,7,,
kn6,29-Sep,1,7,,,,,
cn36,29-Sep,1,1,,1,0,,
cn8,29-Sep,1,10,,1,0,,
kc31,29-Sep,1,7,,,,,
pc21,29-Sep,1,19,,1,0,,
kc24,29-Sep,1,2,,1,0,,
kc17,29-Sep,1,8,,,,,
cc4,29-Sep,1,0,,1,17,,
kc38,29-Sep,1,26,,,,,
nc9,29-Sep,1,13,,,,,
